"","Parameter","Specie","Treatment","Plante","Time","Value"
"1043","maxAdv","Epinard","Paille",1,"T1",0
"1044","dmin","Epinard","Paille",1,"T1",0.382570238
"1045","dmax","Epinard","Paille",1,"T1",0.484730372
"1046","EL","Epinard","Paille",1,"T1",19.6
"1047","TrT","Epinard","Paille",1,"T1",1
"1048","Trint","Epinard","Paille",1,"T1",0.03
"1049","PDT","Epinard","Paille",1,"T1",6.015
"1050","IPD","Epinard","Paille",1,"T1",6.12828079542376
"1051","pdmax","Epinard","Paille",1,"T1",0.8
"1052","pdmin","Epinard","Paille",1,"T1",0
"1053","RDM","Epinard","Paille",1,"T1",0.151
"1054","CVDD","Epinard","Paille",1,"T1",0.15
"1055","TMD","Epinard","Paille",1,"T1",2.75743603954062
"1056","GDs","Epinard","Paille",1,"T1",400
"1057","SGC","Epinard","Paille",1,"T1",0.9
"1058","LDC","Epinard","Paille",1,"T1",5000
"1059","erSem","Epinard","Paille",2,"T1",0.12752
"1060","dSem","Epinard","Paille",2,"T1",1
"1061","maxSem","Epinard","Paille",2,"T1",1
"1062","ageAdv","Epinard","Paille",2,"T1",0
"1063","distAdv","Epinard","Paille",2,"T1",0
"1064","erAdv","Epinard","Paille",2,"T1",0
"1065","dAdv","Epinard","Paille",2,"T1",0
"1066","maxAdv","Epinard","Paille",2,"T1",0
"1067","dmin","Epinard","Paille",2,"T1",0.323238675
"1068","dmax","Epinard","Paille",2,"T1",0.52557122
"1069","EL","Epinard","Paille",2,"T1",19.6
"1070","TrT","Epinard","Paille",2,"T1",1
"1071","Trint","Epinard","Paille",2,"T1",0.03
"1072","PDT","Epinard","Paille",2,"T1",6.015
"1073","IPD","Epinard","Paille",2,"T1",4.60924800441455
"1074","pdmax","Epinard","Paille",2,"T1",0.8
"1075","pdmin","Epinard","Paille",2,"T1",0
"1076","RDM","Epinard","Paille",2,"T1",0.151
"1077","CVDD","Epinard","Paille",2,"T1",0.15
"1078","TMD","Epinard","Paille",2,"T1",8.9972143056918
"1079","GDs","Epinard","Paille",2,"T1",400
"1080","SGC","Epinard","Paille",2,"T1",0.9
"1081","LDC","Epinard","Paille",2,"T1",5000
"1082","erSem","Epinard","Paille",3,"T1",0.12752
"1083","dSem","Epinard","Paille",3,"T1",1
"1084","maxSem","Epinard","Paille",3,"T1",1
"1085","ageAdv","Epinard","Paille",3,"T1",0
"1086","distAdv","Epinard","Paille",3,"T1",0
"1087","erAdv","Epinard","Paille",3,"T1",0
"1088","dAdv","Epinard","Paille",3,"T1",0
"1089","maxAdv","Epinard","Paille",3,"T1",0
"1090","dmin","Epinard","Paille",3,"T1",0.31950649
"1091","dmax","Epinard","Paille",3,"T1",0.494063192
"1092","EL","Epinard","Paille",3,"T1",19.6
"1093","TrT","Epinard","Paille",3,"T1",1
"1094","Trint","Epinard","Paille",3,"T1",0.03
"1095","PDT","Epinard","Paille",3,"T1",6.015
"1096","IPD","Epinard","Paille",3,"T1",4.20267158453209
"1097","pdmax","Epinard","Paille",3,"T1",0.8
"1098","pdmin","Epinard","Paille",3,"T1",0
"1099","RDM","Epinard","Paille",3,"T1",0.151
"1100","CVDD","Epinard","Paille",3,"T1",0.15
"1101","TMD","Epinard","Paille",3,"T1",3.95746412924
"1102","GDs","Epinard","Paille",3,"T1",400
"1103","SGC","Epinard","Paille",3,"T1",0.9
"1104","LDC","Epinard","Paille",3,"T1",5000
"1105","erSem","Epinard","Paille",4,"T1",0.12752
"1106","dSem","Epinard","Paille",4,"T1",1
"1107","maxSem","Epinard","Paille",4,"T1",1
"1108","ageAdv","Epinard","Paille",4,"T1",0
"1109","distAdv","Epinard","Paille",4,"T1",0
"1110","erAdv","Epinard","Paille",4,"T1",0
"1111","dAdv","Epinard","Paille",4,"T1",0
"1112","maxAdv","Epinard","Paille",4,"T1",0
"1113","dmin","Epinard","Paille",4,"T1",0.35217239
"1114","dmax","Epinard","Paille",4,"T1",0.566627372
"1115","EL","Epinard","Paille",4,"T1",19.6
"1116","TrT","Epinard","Paille",4,"T1",1
"1117","Trint","Epinard","Paille",4,"T1",0.03
"1118","PDT","Epinard","Paille",4,"T1",6.015
"1119","IPD","Epinard","Paille",4,"T1",1.43186178558921
"1120","pdmax","Epinard","Paille",4,"T1",0.8
"1121","pdmin","Epinard","Paille",4,"T1",0
"1122","RDM","Epinard","Paille",4,"T1",0.151
"1123","CVDD","Epinard","Paille",4,"T1",0.15
"1124","TMD","Epinard","Paille",4,"T1",6.47905192263433
"1125","GDs","Epinard","Paille",4,"T1",400
"1126","SGC","Epinard","Paille",4,"T1",0.9
"1127","LDC","Epinard","Paille",4,"T1",5000
"1128","erSem","Epinard","Paille",5,"T1",0.12752
"1129","dSem","Epinard","Paille",5,"T1",1
"1130","maxSem","Epinard","Paille",5,"T1",1
"1131","ageAdv","Epinard","Paille",5,"T1",0
"1132","distAdv","Epinard","Paille",5,"T1",0
"1133","erAdv","Epinard","Paille",5,"T1",0
"1134","dAdv","Epinard","Paille",5,"T1",0
"1135","maxAdv","Epinard","Paille",5,"T1",0
"1136","dmin","Epinard","Paille",5,"T1",0.376384412
"1137","dmax","Epinard","Paille",5,"T1",0.521323116
"1138","EL","Epinard","Paille",5,"T1",19.6
"1139","TrT","Epinard","Paille",5,"T1",1
"1140","Trint","Epinard","Paille",5,"T1",0.03
"1141","PDT","Epinard","Paille",5,"T1",6.015
"1142","IPD","Epinard","Paille",5,"T1",1.95152745370767
"1143","pdmax","Epinard","Paille",5,"T1",0.8
"1144","pdmin","Epinard","Paille",5,"T1",0
"1145","RDM","Epinard","Paille",5,"T1",0.151
"1146","CVDD","Epinard","Paille",5,"T1",0.15
"1147","TMD","Epinard","Paille",5,"T1",9.54497612309927
"1148","GDs","Epinard","Paille",5,"T1",400
"1149","SGC","Epinard","Paille",5,"T1",0.9
"1150","LDC","Epinard","Paille",5,"T1",5000
"1151","erSem","Epinard","Paille",6,"T2",0.12752
"1152","dSem","Epinard","Paille",6,"T2",1
"1153","maxSem","Epinard","Paille",6,"T2",1
"1154","ageAdv","Epinard","Paille",6,"T2",0
"1155","distAdv","Epinard","Paille",6,"T2",0
"1156","erAdv","Epinard","Paille",6,"T2",0
"1157","dAdv","Epinard","Paille",6,"T2",0
"1158","maxAdv","Epinard","Paille",6,"T2",0
"1159","dmin","Epinard","Paille",6,"T2",0.245782143
"1160","dmax","Epinard","Paille",6,"T2",0.71337402
"1161","EL","Epinard","Paille",6,"T2",19.6
"1162","TrT","Epinard","Paille",6,"T2",1
"1163","Trint","Epinard","Paille",6,"T2",0.03
"1164","PDT","Epinard","Paille",6,"T2",6.015
"1165","IPD","Epinard","Paille",6,"T2",3.45059522778659
"1166","pdmax","Epinard","Paille",6,"T2",0.8
"1167","pdmin","Epinard","Paille",6,"T2",0
"1168","RDM","Epinard","Paille",6,"T2",0.151
"1169","CVDD","Epinard","Paille",6,"T2",0.15
"1170","TMD","Epinard","Paille",6,"T2",104.264142946621
"1171","GDs","Epinard","Paille",6,"T2",400
"1172","SGC","Epinard","Paille",6,"T2",0.9
"1173","LDC","Epinard","Paille",6,"T2",5000
"1174","erSem","Epinard","Paille",7,"T2",0.12752
"1175","dSem","Epinard","Paille",7,"T2",1
"1176","maxSem","Epinard","Paille",7,"T2",1
"1177","ageAdv","Epinard","Paille",7,"T2",0
"1178","distAdv","Epinard","Paille",7,"T2",0
"1179","erAdv","Epinard","Paille",7,"T2",0
"1180","dAdv","Epinard","Paille",7,"T2",0
"1181","maxAdv","Epinard","Paille",7,"T2",0
"1182","dmin","Epinard","Paille",7,"T2",0.19012993
"1183","dmax","Epinard","Paille",7,"T2",0.67102326
"1184","EL","Epinard","Paille",7,"T2",19.6
"1185","TrT","Epinard","Paille",7,"T2",1
"1186","Trint","Epinard","Paille",7,"T2",0.03
"1187","PDT","Epinard","Paille",7,"T2",6.015
"1188","IPD","Epinard","Paille",7,"T2",7.17234691748126
"1189","pdmax","Epinard","Paille",7,"T2",0.8
"1190","pdmin","Epinard","Paille",7,"T2",0
"1191","RDM","Epinard","Paille",7,"T2",0.151
"1192","CVDD","Epinard","Paille",7,"T2",0.15
"1193","TMD","Epinard","Paille",7,"T2",67.0987320804794
"1194","GDs","Epinard","Paille",7,"T2",400
"1195","SGC","Epinard","Paille",7,"T2",0.9
"1196","LDC","Epinard","Paille",7,"T2",5000
"1197","erSem","Epinard","Paille",8,"T2",0.12752
"1198","dSem","Epinard","Paille",8,"T2",1
"1199","maxSem","Epinard","Paille",8,"T2",1
"1200","ageAdv","Epinard","Paille",8,"T2",0
"1201","distAdv","Epinard","Paille",8,"T2",0
"1202","erAdv","Epinard","Paille",8,"T2",0
"1203","dAdv","Epinard","Paille",8,"T2",0
"1204","maxAdv","Epinard","Paille",8,"T2",0
"1205","dmin","Epinard","Paille",8,"T2",0.225583158
"1206","dmax","Epinard","Paille",8,"T2",0.448201498
"1207","EL","Epinard","Paille",8,"T2",19.6
"1208","TrT","Epinard","Paille",8,"T2",1
"1209","Trint","Epinard","Paille",8,"T2",0.03
"1210","PDT","Epinard","Paille",8,"T2",6.015
"1211","IPD","Epinard","Paille",8,"T2",7.68094725173052
"1212","pdmax","Epinard","Paille",8,"T2",0.8
"1213","pdmin","Epinard","Paille",8,"T2",0
"1214","RDM","Epinard","Paille",8,"T2",0.151
"1215","CVDD","Epinard","Paille",8,"T2",0.15
"1216","TMD","Epinard","Paille",8,"T2",200.592706786554
"1217","GDs","Epinard","Paille",8,"T2",400
"1218","SGC","Epinard","Paille",8,"T2",0.9
"1219","LDC","Epinard","Paille",8,"T2",5000
"1220","erSem","Epinard","Paille",9,"T2",0.12752
"1221","dSem","Epinard","Paille",9,"T2",1
"1222","maxSem","Epinard","Paille",9,"T2",1
"1223","ageAdv","Epinard","Paille",9,"T2",0
"1224","distAdv","Epinard","Paille",9,"T2",0
"1225","erAdv","Epinard","Paille",9,"T2",0
"1226","dAdv","Epinard","Paille",9,"T2",0
"1227","maxAdv","Epinard","Paille",9,"T2",0
"1228","dmin","Epinard","Paille",9,"T2",0.229902904
"1229","dmax","Epinard","Paille",9,"T2",0.56929106
"1230","EL","Epinard","Paille",9,"T2",19.6
"1231","TrT","Epinard","Paille",9,"T2",1
"1232","Trint","Epinard","Paille",9,"T2",0.03
"1233","PDT","Epinard","Paille",9,"T2",6.015
"1234","IPD","Epinard","Paille",9,"T2",8.84362884014936
"1235","pdmax","Epinard","Paille",9,"T2",0.8
"1236","pdmin","Epinard","Paille",9,"T2",0
"1237","RDM","Epinard","Paille",9,"T2",0.151
"1238","CVDD","Epinard","Paille",9,"T2",0.15
"1239","TMD","Epinard","Paille",9,"T2",135.376348733963
"1240","GDs","Epinard","Paille",9,"T2",400
"1241","SGC","Epinard","Paille",9,"T2",0.9
"1242","LDC","Epinard","Paille",9,"T2",5000
"1243","erSem","Epinard","Paille",10,"T2",0.12752
"1244","dSem","Epinard","Paille",10,"T2",1
"1245","maxSem","Epinard","Paille",10,"T2",1
"1246","ageAdv","Epinard","Paille",10,"T2",0
"1247","distAdv","Epinard","Paille",10,"T2",0
"1248","erAdv","Epinard","Paille",10,"T2",0
"1249","dAdv","Epinard","Paille",10,"T2",0
"1250","maxAdv","Epinard","Paille",10,"T2",0
"1251","dmin","Epinard","Paille",10,"T2",0.176125499
"1252","dmax","Epinard","Paille",10,"T2",0.393958368
"1253","EL","Epinard","Paille",10,"T2",19.6
"1254","TrT","Epinard","Paille",10,"T2",1
"1255","Trint","Epinard","Paille",10,"T2",0.03
"1256","PDT","Epinard","Paille",10,"T2",6.015
"1257","IPD","Epinard","Paille",10,"T2",6.59468903576981
"1258","pdmax","Epinard","Paille",10,"T2",0.8
"1259","pdmin","Epinard","Paille",10,"T2",0
"1260","RDM","Epinard","Paille",10,"T2",0.151
"1261","CVDD","Epinard","Paille",10,"T2",0.15
"1262","TMD","Epinard","Paille",10,"T2",133.902601751495
"1263","GDs","Epinard","Paille",10,"T2",400
"1264","SGC","Epinard","Paille",10,"T2",0.9
"1265","LDC","Epinard","Paille",10,"T2",5000
"1266","erSem","Epinard","Paille",11,"T3",0.12752
"1267","dSem","Epinard","Paille",11,"T3",1
"1268","maxSem","Epinard","Paille",11,"T3",1
"1269","ageAdv","Epinard","Paille",11,"T3",0
"1270","distAdv","Epinard","Paille",11,"T3",0
"1271","erAdv","Epinard","Paille",11,"T3",0
"1272","dAdv","Epinard","Paille",11,"T3",0
"1273","maxAdv","Epinard","Paille",11,"T3",0
"1274","dmin","Epinard","Paille",11,"T3",0.253960482
"1275","dmax","Epinard","Paille",11,"T3",0.44539043
"1276","EL","Epinard","Paille",11,"T3",19.6
"1277","TrT","Epinard","Paille",11,"T3",1
"1278","Trint","Epinard","Paille",11,"T3",0.03
"1279","PDT","Epinard","Paille",11,"T3",6.015
"1280","IPD","Epinard","Paille",11,"T3",3.41322379650533
"1281","pdmax","Epinard","Paille",11,"T3",0.8
"1282","pdmin","Epinard","Paille",11,"T3",0
"1283","RDM","Epinard","Paille",11,"T3",0.151
"1284","CVDD","Epinard","Paille",11,"T3",0.15
"1285","TMD","Epinard","Paille",11,"T3",151.371841057875
"1286","GDs","Epinard","Paille",11,"T3",400
"1287","SGC","Epinard","Paille",11,"T3",0.9
"1288","LDC","Epinard","Paille",11,"T3",5000
"1289","erSem","Epinard","Paille",12,"T3",0.12752
"1290","dSem","Epinard","Paille",12,"T3",1
"1291","maxSem","Epinard","Paille",12,"T3",1
"1292","ageAdv","Epinard","Paille",12,"T3",0
"1293","distAdv","Epinard","Paille",12,"T3",0
"1294","erAdv","Epinard","Paille",12,"T3",0
"1295","dAdv","Epinard","Paille",12,"T3",0
"1296","maxAdv","Epinard","Paille",12,"T3",0
"1297","dmin","Epinard","Paille",12,"T3",0.27308472
"1298","dmax","Epinard","Paille",12,"T3",0.653251
"1299","EL","Epinard","Paille",12,"T3",19.6
"1300","TrT","Epinard","Paille",12,"T3",1
"1301","Trint","Epinard","Paille",12,"T3",0.03
"1302","PDT","Epinard","Paille",12,"T3",6.015
"1303","IPD","Epinard","Paille",12,"T3",3.95606496666152
"1304","pdmax","Epinard","Paille",12,"T3",0.8
"1305","pdmin","Epinard","Paille",12,"T3",0
"1306","RDM","Epinard","Paille",12,"T3",0.151
"1307","CVDD","Epinard","Paille",12,"T3",0.15
"1308","TMD","Epinard","Paille",12,"T3",176.954993081221
"1309","GDs","Epinard","Paille",12,"T3",400
"1310","SGC","Epinard","Paille",12,"T3",0.9
"1311","LDC","Epinard","Paille",12,"T3",5000
"1312","erSem","Epinard","Paille",13,"T3",0.12752
"1313","dSem","Epinard","Paille",13,"T3",1
"1314","maxSem","Epinard","Paille",13,"T3",1
"1315","ageAdv","Epinard","Paille",13,"T3",0
"1316","distAdv","Epinard","Paille",13,"T3",0
"1317","erAdv","Epinard","Paille",13,"T3",0
"1318","dAdv","Epinard","Paille",13,"T3",0
"1319","maxAdv","Epinard","Paille",13,"T3",0
"1320","dmin","Epinard","Paille",13,"T3",0.290798059
"1321","dmax","Epinard","Paille",13,"T3",0.631896256
"1322","EL","Epinard","Paille",13,"T3",19.6
"1323","TrT","Epinard","Paille",13,"T3",1
"1324","Trint","Epinard","Paille",13,"T3",0.03
"1325","PDT","Epinard","Paille",13,"T3",6.015
"1326","IPD","Epinard","Paille",13,"T3",5.96878264032842
"1327","pdmax","Epinard","Paille",13,"T3",0.8
"1328","pdmin","Epinard","Paille",13,"T3",0
"1329","RDM","Epinard","Paille",13,"T3",0.151
"1330","CVDD","Epinard","Paille",13,"T3",0.15
"1331","TMD","Epinard","Paille",13,"T3",334.304256373807
"1332","GDs","Epinard","Paille",13,"T3",400
"1333","SGC","Epinard","Paille",13,"T3",0.9
"1334","LDC","Epinard","Paille",13,"T3",5000
"1335","erSem","Epinard","Paille",14,"T3",0.12752
"1336","dSem","Epinard","Paille",14,"T3",1
"1337","maxSem","Epinard","Paille",14,"T3",1
"1338","ageAdv","Epinard","Paille",14,"T3",0
"1339","distAdv","Epinard","Paille",14,"T3",0
"1340","erAdv","Epinard","Paille",14,"T3",0
"1341","dAdv","Epinard","Paille",14,"T3",0
"1342","maxAdv","Epinard","Paille",14,"T3",0
"1343","dmin","Epinard","Paille",14,"T3",0.3072797
"1344","dmax","Epinard","Paille",14,"T3",0.56776315
"1345","EL","Epinard","Paille",14,"T3",19.6
"1346","TrT","Epinard","Paille",14,"T3",1
"1347","Trint","Epinard","Paille",14,"T3",0.03
"1348","PDT","Epinard","Paille",14,"T3",6.015
"1349","IPD","Epinard","Paille",14,"T3",5.49334164097281
"1350","pdmax","Epinard","Paille",14,"T3",0.8
"1351","pdmin","Epinard","Paille",14,"T3",0
"1352","RDM","Epinard","Paille",14,"T3",0.151
"1353","CVDD","Epinard","Paille",14,"T3",0.15
"1354","TMD","Epinard","Paille",14,"T3",182.267800211315
"1355","GDs","Epinard","Paille",14,"T3",400
"1356","SGC","Epinard","Paille",14,"T3",0.9
"1357","LDC","Epinard","Paille",14,"T3",5000
"1358","erSem","Epinard","Paille",15,"T3",0.12752
"1359","dSem","Epinard","Paille",15,"T3",1
"1360","maxSem","Epinard","Paille",15,"T3",1
"1361","ageAdv","Epinard","Paille",15,"T3",0
"1362","distAdv","Epinard","Paille",15,"T3",0
"1363","erAdv","Epinard","Paille",15,"T3",0
"1364","dAdv","Epinard","Paille",15,"T3",0
"1365","maxAdv","Epinard","Paille",15,"T3",0
"1366","dmin","Epinard","Paille",15,"T3",0.298467951
"1367","dmax","Epinard","Paille",15,"T3",0.582037706
"1368","EL","Epinard","Paille",15,"T3",19.6
"1369","TrT","Epinard","Paille",15,"T3",1
"1370","Trint","Epinard","Paille",15,"T3",0.03
"1371","PDT","Epinard","Paille",15,"T3",6.015
"1372","IPD","Epinard","Paille",15,"T3",4.75285045784203
"1373","pdmax","Epinard","Paille",15,"T3",0.8
"1374","pdmin","Epinard","Paille",15,"T3",0
"1375","RDM","Epinard","Paille",15,"T3",0.151
"1376","CVDD","Epinard","Paille",15,"T3",0.15
"1377","TMD","Epinard","Paille",15,"T3",203.021613893594
"1378","GDs","Epinard","Paille",15,"T3",400
"1379","SGC","Epinard","Paille",15,"T3",0.9
"1380","LDC","Epinard","Paille",15,"T3",5000
